# Region type : patch outlet
# Faces  :      10
# Area   :      1.00000000e-01
# Time          	max(U)	max(p)
16              	(1.47015564e+00 4.29596904e-05 0.00000000e+00)	0.00000000e+00
16.05           	(1.47015564e+00 4.29663570e-05 0.00000000e+00)	0.00000000e+00
16.1            	(1.47015566e+00 4.29662533e-05 0.00000000e+00)	0.00000000e+00
16.15           	(1.47015567e+00 4.29653713e-05 0.00000000e+00)	0.00000000e+00
16.2            	(1.47015565e+00 4.29691114e-05 0.00000000e+00)	0.00000000e+00
16.25           	(1.47015568e+00 4.29616241e-05 0.00000000e+00)	0.00000000e+00
16.3            	(1.47015565e+00 4.29625010e-05 0.00000000e+00)	0.00000000e+00
16.35           	(1.47015565e+00 4.29672327e-05 0.00000000e+00)	0.00000000e+00
16.4            	(1.47015564e+00 4.29714301e-05 0.00000000e+00)	0.00000000e+00
16.45           	(1.47015563e+00 4.29767281e-05 0.00000000e+00)	0.00000000e+00
16.5            	(1.47015566e+00 4.29734791e-05 0.00000000e+00)	0.00000000e+00
16.55           	(1.47015568e+00 4.29653097e-05 0.00000000e+00)	0.00000000e+00
16.6            	(1.47015565e+00 4.29692814e-05 0.00000000e+00)	0.00000000e+00
16.65           	(1.47015565e+00 4.29677125e-05 0.00000000e+00)	0.00000000e+00
16.7            	(1.47015566e+00 4.29674050e-05 0.00000000e+00)	0.00000000e+00
16.75           	(1.47015563e+00 4.29809402e-05 0.00000000e+00)	0.00000000e+00
16.8            	(1.47015566e+00 4.29800567e-05 0.00000000e+00)	0.00000000e+00
16.85           	(1.47015567e+00 4.29747559e-05 0.00000000e+00)	0.00000000e+00
16.9            	(1.47015565e+00 4.29763931e-05 0.00000000e+00)	0.00000000e+00
16.95           	(1.47015567e+00 4.29633128e-05 0.00000000e+00)	0.00000000e+00
17              	(1.47015565e+00 4.29608700e-05 0.00000000e+00)	0.00000000e+00
17.05           	(1.47015563e+00 4.29730520e-05 0.00000000e+00)	0.00000000e+00
17.1            	(1.47015566e+00 4.29691069e-05 0.00000000e+00)	0.00000000e+00
17.15           	(1.47015566e+00 4.29716968e-05 0.00000000e+00)	0.00000000e+00
17.2            	(1.47015565e+00 4.29756752e-05 0.00000000e+00)	0.00000000e+00
17.25           	(1.47015568e+00 4.29592666e-05 0.00000000e+00)	0.00000000e+00
17.3            	(1.47015564e+00 4.29599120e-05 0.00000000e+00)	0.00000000e+00
17.35           	(1.47015563e+00 4.29678441e-05 0.00000000e+00)	0.00000000e+00
17.4            	(1.47015566e+00 4.29614916e-05 0.00000000e+00)	0.00000000e+00
17.45           	(1.47015564e+00 4.29716526e-05 0.00000000e+00)	0.00000000e+00
17.5            	(1.47015566e+00 4.29747363e-05 0.00000000e+00)	0.00000000e+00
17.55           	(1.47015569e+00 4.29585039e-05 0.00000000e+00)	0.00000000e+00
17.6            	(1.47015564e+00 4.29618030e-05 0.00000000e+00)	0.00000000e+00
17.65           	(1.47015565e+00 4.29626789e-05 0.00000000e+00)	0.00000000e+00
17.7            	(1.47015566e+00 4.29565468e-05 0.00000000e+00)	0.00000000e+00
17.75           	(1.47015566e+00 4.29641162e-05 0.00000000e+00)	0.00000000e+00
17.8            	(1.47015565e+00 4.29643386e-05 0.00000000e+00)	0.00000000e+00
17.85           	(1.47015564e+00 4.29665976e-05 0.00000000e+00)	0.00000000e+00
17.9            	(1.47015565e+00 4.29648368e-05 0.00000000e+00)	0.00000000e+00
17.95           	(1.47015566e+00 4.29558593e-05 0.00000000e+00)	0.00000000e+00
18              	(1.47015564e+00 4.29562665e-05 0.00000000e+00)	0.00000000e+00
18.05           	(1.47015565e+00 4.29537817e-05 0.00000000e+00)	0.00000000e+00
18.1            	(1.47015565e+00 4.29571059e-05 0.00000000e+00)	0.00000000e+00
18.15           	(1.47015565e+00 4.29577094e-05 0.00000000e+00)	0.00000000e+00
18.2            	(1.47015566e+00 4.29652273e-05 0.00000000e+00)	0.00000000e+00
18.25           	(1.47015566e+00 4.29721622e-05 0.00000000e+00)	0.00000000e+00
18.3            	(1.47015567e+00 4.29712520e-05 0.00000000e+00)	0.00000000e+00
18.35           	(1.47015565e+00 4.29731706e-05 0.00000000e+00)	0.00000000e+00
18.4            	(1.47015565e+00 4.29698338e-05 0.00000000e+00)	0.00000000e+00
18.45           	(1.47015565e+00 4.29654641e-05 0.00000000e+00)	0.00000000e+00
18.5            	(1.47015564e+00 4.29705317e-05 0.00000000e+00)	0.00000000e+00
18.55           	(1.47015566e+00 4.29681147e-05 0.00000000e+00)	0.00000000e+00
18.6            	(1.47015565e+00 4.29669257e-05 0.00000000e+00)	0.00000000e+00
18.65           	(1.47015566e+00 4.29650398e-05 0.00000000e+00)	0.00000000e+00
18.7            	(1.47015566e+00 4.29666445e-05 0.00000000e+00)	0.00000000e+00
18.75           	(1.47015565e+00 4.29689132e-05 0.00000000e+00)	0.00000000e+00
18.8            	(1.47015565e+00 4.29680835e-05 0.00000000e+00)	0.00000000e+00
18.85           	(1.47015565e+00 4.29693042e-05 0.00000000e+00)	0.00000000e+00
18.9            	(1.47015565e+00 4.29696116e-05 0.00000000e+00)	0.00000000e+00
18.95           	(1.47015566e+00 4.29662930e-05 0.00000000e+00)	0.00000000e+00
19              	(1.47015566e+00 4.29668746e-05 0.00000000e+00)	0.00000000e+00
19.05           	(1.47015566e+00 4.29660239e-05 0.00000000e+00)	0.00000000e+00
19.1            	(1.47015566e+00 4.29654868e-05 0.00000000e+00)	0.00000000e+00
19.15           	(1.47015566e+00 4.29649486e-05 0.00000000e+00)	0.00000000e+00
19.2            	(1.47015566e+00 4.29643071e-05 0.00000000e+00)	0.00000000e+00
19.25           	(1.47015566e+00 4.29635396e-05 0.00000000e+00)	0.00000000e+00
19.3            	(1.47015565e+00 4.29627167e-05 0.00000000e+00)	0.00000000e+00
19.35           	(1.47015564e+00 4.29619735e-05 0.00000000e+00)	0.00000000e+00
19.4            	(1.47015564e+00 4.29614569e-05 0.00000000e+00)	0.00000000e+00
19.45           	(1.47015567e+00 4.29612717e-05 0.00000000e+00)	0.00000000e+00
19.5            	(1.47015570e+00 4.29614807e-05 0.00000000e+00)	0.00000000e+00
19.55           	(1.47015571e+00 4.29619963e-05 0.00000000e+00)	0.00000000e+00
19.6            	(1.47015570e+00 4.29627073e-05 0.00000000e+00)	0.00000000e+00
19.65           	(1.47015562e+00 4.29634645e-05 0.00000000e+00)	0.00000000e+00
19.7            	(1.47015560e+00 4.29641247e-05 0.00000000e+00)	0.00000000e+00
19.75           	(1.47015567e+00 4.29645811e-05 0.00000000e+00)	0.00000000e+00
19.8            	(1.47015574e+00 4.29648856e-05 0.00000000e+00)	0.00000000e+00
19.85           	(1.47015577e+00 4.29650918e-05 0.00000000e+00)	0.00000000e+00
19.9            	(1.47015572e+00 4.29651422e-05 0.00000000e+00)	0.00000000e+00
19.95           	(1.47015561e+00 4.29649906e-05 0.00000000e+00)	0.00000000e+00
20              	(1.47015556e+00 4.29646148e-05 0.00000000e+00)	0.00000000e+00
